claw_length_cm,size_cm,tail_length_cm,species
6.822,60.63,6.199,three_toed
8.848,61.204,4.845,three_toed
6.559,59.698,7.468,three_toed
7.797,59.963,5.517,three_toed
8.408,62.477,6.323,three_toed
7.15,62.434,6.548,three_toed
5.919,61.401,6.399,three_toed
7.349,61.087,5.304,three_toed
6.063,61.389,7.142,three_toed
6.956,58.665,7.18,three_toed
8.299,63.829,7.452,three_toed
6.631,61.311,8.053,three_toed
6.646,60.706,6.769,three_toed
7.562,62.628,5.941,three_toed
7.074,61.834,6.532,three_toed
6.286,60.729,4.153,three_toed
8.336,61.847,5.178,three_toed
7.647,62.391,4.315,three_toed
7.309,61.124,6.193,three_toed
5.652,60.462,5.283,three_toed
6.87,60.375,6.424,three_toed
7.38,61.559,5.384,three_toed
7.861,60.789,4.103,three_toed
9.13,61.826,5.213,three_toed
7.336,59.474,6.859,three_toed
7.64,61.425,5.635,three_toed
8.64,60.609,5.881,three_toed
8.048,61.297,4.139,three_toed
8.072,61.773,5.239,three_toed
6.643,61.585,4.703,three_toed
8.079,61.446,5.033,three_toed
6.399,61.132,4.972,three_toed
7.57,59.831,8.538,three_toed
8.499,60.193,5.742,three_toed
6.641,61.565,5.98,three_toed
8.523,59.181,5.956,three_toed
7.418,61.384,6.597,three_toed
6.526,59.924,5.656,three_toed
8.325,62.601,7.138,three_toed
6.05,60.422,7.069,three_toed
8.632,60.565,5.587,three_toed
7.218,60.096,4.334,three_toed
5.853,61.127,5.736,three_toed
7.264,62.626,5.58,three_toed
7.793,59.579,7.74,three_toed
8.033,61.98,4.603,three_toed
5.229,59.31,4.285,three_toed
7.556,62.067,6.583,three_toed
5.783,61.714,6.315,three_toed
8.304,58.335,7.178,three_toed
6.381,61.549,4.702,three_toed
5.78,62.193,5.496,three_toed
7.797,62.232,6.102,three_toed
7.589,59.812,5.445,three_toed
7.129,60.989,5.325,three_toed
7.371,60.382,5.656,three_toed
8.763,62.822,7.64,three_toed
7.618,60.808,6.245,three_toed
8.242,60.888,5.709,three_toed
6.627,60.445,6.177,three_toed
6.039,62.145,6.228,three_toed
6.728,61.794,5.251,three_toed
7.788,60.046,5.851,three_toed
8.754,60.371,6.579,three_toed
8.644,63.277,5.169,three_toed
6.729,60.022,6.358,three_toed
7.405,60.42,3.205,three_toed
6.084,60.562,6.556,three_toed
7.266,61.928,4.064,three_toed
6.679,61.228,4.331,three_toed
7.848,60.674,4.743,three_toed
6.565,60.029,7.405,three_toed
7.919,61.203,4.851,three_toed
6.992,63.17,6.047,three_toed
7.763,59.969,6.139,three_toed
7.568,61.385,5.573,three_toed
6.863,61.455,6.16,three_toed
6.75,60.588,7.087,three_toed
7.036,62.225,6.189,three_toed
7.317,60.544,5.459,three_toed
7.043,60.372,6.656,three_toed
8.153,61.051,6.387,three_toed
9.312,60.659,8.368,three_toed
8.292,61.186,6.177,three_toed
8.892,63.207,6.297,three_toed
8.421,60.12,6.232,three_toed
7.815,59.767,6.406,three_toed
7.245,61.301,6.283,three_toed
6.83,62.473,5.457,three_toed
8.414,61.298,5.564,three_toed
7.783,60.989,5.195,three_toed
8.435,62.136,6.548,three_toed
6.821,59.892,5.461,three_toed
7.172,61.737,6.75,three_toed
9.625,60.794,6.466,three_toed
7.32,62.273,6.125,three_toed
7.658,60.959,6.115,three_toed
6.199,61.255,5.707,three_toed
8.302,62.31,5.976,three_toed
8.215,63.213,3.864,three_toed
8.957,59.32,6.952,three_toed
8.411,63.19,6.344,three_toed
6.671,60.936,4.629,three_toed
7.092,61.196,3.731,three_toed
8.342,62.557,3.564,three_toed
8.791,61.253,5.086,three_toed
7.196,60.361,5.092,three_toed
7.22,61.251,6.199,three_toed
7.231,59.543,5.508,three_toed
8.716,60.874,5.157,three_toed
7.542,61.216,4.805,three_toed
6.78,61.642,5.393,three_toed
6.641,58.99,4.65,three_toed
6.038,60.226,6.895,three_toed
8.621,60.69,6.119,three_toed
7.072,62.188,6.943,three_toed
7.48,61.684,3.796,three_toed
7.119,60.724,6.151,three_toed
6.486,61.302,3.634,three_toed
7.411,62.027,5.304,three_toed
8.313,60.784,5.781,three_toed
7.241,61.874,6.415,three_toed
6.481,61.751,6.917,three_toed
7.351,61.034,6.659,three_toed
6.723,61.606,6.276,three_toed
7.014,60.254,2.694,three_toed
9.009,62.625,4.715,three_toed
5.624,60.774,5.365,three_toed
8.532,60.368,4.711,three_toed
8.469,60.345,4.639,three_toed
9.067,59.849,5.088,three_toed
9.021,60.938,6.814,three_toed
8.937,60.495,6.075,three_toed
7.594,61.318,6.003,three_toed
6.176,61.971,6.153,three_toed
7.841,59.025,4.751,three_toed
5.603,60.841,6.356,three_toed
8.467,61.097,6.723,three_toed
9.113,60.589,5.947,three_toed
7.4,61.111,5.795,three_toed
7.891,60.821,5.976,three_toed
7.609,60.09,5.38,three_toed
7.206,61.676,6.724,three_toed
8.793,60.129,6.483,three_toed
8.106,61.471,7.198,three_toed
6.279,61.668,4.386,three_toed
8.101,60.059,5.553,three_toed
7.274,60.028,5.42,three_toed
7.666,61.504,5.578,three_toed
7.235,60.886,6.438,three_toed
5.944,61.261,5.805,three_toed
7.239,60.384,4.608,three_toed
7.159,60.845,6.345,three_toed
6.667,59.462,5.465,three_toed
8.975,60.16,5,three_toed
5.73,61.274,6.784,three_toed
7.88,61.825,5.204,three_toed
6.576,61.634,4.249,three_toed
6.787,59.224,6.361,three_toed
6.673,62.478,7.511,three_toed
8.039,62.686,6.036,three_toed
8.564,60.617,3.816,three_toed
6.396,60.031,5.667,three_toed
6.576,62.14,4.827,three_toed
7.34,59.545,5.545,three_toed
7.909,60.701,5.865,three_toed
8.728,60.392,5.734,three_toed
8.506,62.028,6.043,three_toed
7.517,60.203,5.365,three_toed
7.645,60.873,5.451,three_toed
7.298,60.7,5.728,three_toed
9.476,59.687,4.917,three_toed
8.031,59.664,5.772,three_toed
7.578,59.674,5.742,three_toed
7.634,62.082,5.213,three_toed
7.532,60.023,6.027,three_toed
7.813,58.797,4.57,three_toed
6.753,61.23,5.359,three_toed
6.66,61.065,6.325,three_toed
7.257,61.645,4.844,three_toed
6.174,60.221,6.019,three_toed
9.079,60.745,4.969,three_toed
6.723,60.181,5.393,three_toed
7.938,59.429,6.156,three_toed
7.589,59.457,6.721,three_toed
5.964,61.224,5.022,three_toed
6.831,61.876,6.549,three_toed
7.162,61.619,6.785,three_toed
6.649,60.229,6.951,three_toed
7.299,60.461,6.73,three_toed
7.436,61.692,5.813,three_toed
5.885,61.598,5.723,three_toed
7.663,60.143,8.389,three_toed
6.473,61.467,7.374,three_toed
7.381,60.709,5.782,three_toed
8.221,60.175,5.77,three_toed
8.169,61.565,5.054,three_toed
8.437,63.317,1.688,two_toed
9.203,67.519,-1.006,two_toed
9.574,65.167,-0.03,two_toed
9.541,67.293,1.319,two_toed
9.14,65.032,0.237,two_toed
7.748,64.756,-1.163,two_toed
10.104,66.346,0.427,two_toed
7.47,63.149,-0.453,two_toed
8.756,66.17,1.126,two_toed
7.024,65.752,0.135,two_toed
7.645,66.346,-1.339,two_toed
8.361,65.435,-0.1,two_toed
8.193,66.049,0.54,two_toed
10.096,67.758,0.261,two_toed
10.043,64.936,0.881,two_toed
8.609,65.143,1.538,two_toed
8.595,66.694,0.183,two_toed
6.937,65.334,0.096,two_toed
9.489,66.819,0.231,two_toed
8.996,67.573,1.384,two_toed
8.282,65.293,-0.044,two_toed
8.802,65.675,0.347,two_toed
9.152,65.473,0.233,two_toed
8.04,66.339,-1.081,two_toed
8.201,64.569,-1.56,two_toed
10.669,65.799,-1.326,two_toed
10.909,66.943,-2.9,two_toed
6.422,66.1,-0.22,two_toed
8.745,67.609,1.131,two_toed
11.055,63.687,0.829,two_toed
9.743,65.19,0.262,two_toed
10.293,65.338,1.82,two_toed
9.84,65.328,0.572,two_toed
9.254,66.97,0.683,two_toed
10.778,65.342,0.828,two_toed
8.459,65.1,-0.103,two_toed
8.887,65.148,0.028,two_toed
7.608,64.255,-0.371,two_toed
9.523,65.963,-2.443,two_toed
7.26,66.087,-0.251,two_toed
7.735,66.764,-0.676,two_toed
6.732,64.255,-0.13,two_toed
10.6,65.535,1.153,two_toed
10.375,64.693,1.852,two_toed
10.496,65.668,-0.437,two_toed
9.49,65.333,-1.304,two_toed
6.605,65.247,-1.512,two_toed
9.155,67.437,0.311,two_toed
9.402,65.113,-0.926,two_toed
9.498,65.782,-0.735,two_toed
9.667,65.742,0.646,two_toed
10.358,66.135,0.206,two_toed
9.032,64.87,1.094,two_toed
8.374,65.671,-0.993,two_toed
10.276,66.867,0.38,two_toed
8.488,65.769,1.271,two_toed
9.948,66.962,1.194,two_toed
10.329,67.729,-0.917,two_toed
8.285,66.6,1.802,two_toed
9.886,64.68,0.513,two_toed
8.573,66.153,-0.129,two_toed
9.182,65.48,-0.929,two_toed
8.469,68.479,0.859,two_toed
9.506,66.723,-0.55,two_toed
9.533,64.508,0.427,two_toed
9.118,66.184,-0.644,two_toed
9.05,67.342,0.841,two_toed
8.253,66.04,1.693,two_toed
10.172,65.836,-0.532,two_toed
9.429,66.698,0.143,two_toed
8.107,64.305,-0.269,two_toed
7.49,68.339,-0.172,two_toed
8.28,66.926,0.348,two_toed
9.837,64.701,-1.5,two_toed
9.517,65.604,0.562,two_toed
8.749,64.897,0.586,two_toed
7.583,66.777,1.137,two_toed
9.575,66.399,-0.564,two_toed
9.988,67.037,-0.586,two_toed
8.574,67.259,1.026,two_toed
8.438,65.971,0.323,two_toed
8.509,64.615,0.102,two_toed
8.247,67.065,-1.794,two_toed
10.072,67.319,-1.108,two_toed
9.163,65.776,0.291,two_toed
9.685,66.331,-0.17,two_toed
7.907,65.514,-0.401,two_toed
9.997,66.98,-1.074,two_toed
11.023,65.884,-0.202,two_toed
8.219,65.508,-0.963,two_toed
7.394,67.639,0.969,two_toed
9.49,66.518,-0.367,two_toed
9.566,62.969,0.096,two_toed
8.074,65.183,-0.128,two_toed
8.309,65.482,-1.01,two_toed
8.093,66.261,1.887,two_toed
9.013,65.562,1.334,two_toed
8.007,64.701,2.231,two_toed
10.733,66.64,0.999,two_toed
8.661,65.853,0.094,two_toed
6.917,64.854,-0.219,two_toed
8.091,65.074,-1.739,two_toed
9.737,65.487,1.997,two_toed
10.498,63.296,0.143,two_toed
8.204,65.835,-0.852,two_toed
10.048,66.84,0.034,two_toed
9.694,66.159,0.909,two_toed
8.551,66.567,0.553,two_toed
8.348,66.873,-1.427,two_toed
9.316,64.839,0.135,two_toed
9.576,67.504,1.46,two_toed
7.622,68.263,0.594,two_toed
8.839,65.103,0.667,two_toed
7.051,65.26,1.927,two_toed
8.208,67.461,-0.505,two_toed
10.111,66.308,0.858,two_toed
6.209,66.446,-0.523,two_toed
11.981,65.983,-2.824,two_toed
11.768,65.629,-0.983,two_toed
9.594,64.891,0.91,two_toed
9.965,64.585,-0.379,two_toed
10.662,66.775,2.221,two_toed
8.79,64.661,0.585,two_toed
7.229,64.002,1.121,two_toed
7.788,67.183,1.865,two_toed
9.044,64.666,0.85,two_toed
10.025,66.278,-0.37,two_toed
11.947,66.502,-1.05,two_toed
9.225,67.615,1.35,two_toed
9.808,64.367,-0.427,two_toed
10.135,65.639,1.116,two_toed
9.208,64.714,-1.302,two_toed
9.907,67.441,1.257,two_toed
9.41,66.168,-1.06,two_toed
7.445,65.636,-1.075,two_toed
8.426,67.741,-0.017,two_toed
8.672,64.556,0.72,two_toed
7.845,66.237,0.662,two_toed
8.751,66.033,0.579,two_toed
8.561,64.22,-0.204,two_toed
9.252,65.125,-1.089,two_toed
7.833,66.287,-0.133,two_toed
8.126,65.331,0.563,two_toed
8.234,65.979,-0.527,two_toed
7.561,66.186,1.089,two_toed
10.134,65.284,-0.935,two_toed
11.037,66.875,0.993,two_toed
9.305,65.232,1.073,two_toed
9.281,65.668,0.446,two_toed
8.464,67.766,1.631,two_toed
8.192,65.584,0.615,two_toed
9.866,66.585,-1.18,two_toed
9.755,67.023,-0.737,two_toed
8.048,65.663,2.555,two_toed
10.192,66.228,1.163,two_toed
8.336,66.613,1.43,two_toed
9.019,65.975,-1.169,two_toed
7.98,64.852,0.626,two_toed
8.395,66.352,-1.238,two_toed
7.982,67.157,0.183,two_toed
9.095,66.58,0.821,two_toed
9.274,65.71,-0.802,two_toed
10.467,67.355,1.253,two_toed
10.67,65.983,-0.121,two_toed
9.856,65.568,0.596,two_toed
8.021,64.866,1.745,two_toed
9.072,66.783,0.673,two_toed
8.793,66.028,-0.645,two_toed
8.617,62.469,0.916,two_toed
10.644,65.456,0.953,two_toed
6.029,66.431,-1.261,two_toed
8.941,67.637,-0.371,two_toed
9.52,65.299,0.231,two_toed
9.702,66.307,-0.981,two_toed
9.919,68.7,-0.531,two_toed
8.336,64.759,-0.679,two_toed
9.492,67.334,0.017,two_toed
8.443,65.702,1.595,two_toed
9.91,63.807,0.235,two_toed
9.348,66.163,0.653,two_toed
9.386,64.472,2.533,two_toed
9.976,65.952,0.251,two_toed
9.027,65.776,0.582,two_toed
5.71,65.161,0.902,two_toed
9.607,66.943,-0.083,two_toed
9.108,66.006,-0.03,two_toed
10.271,66.496,-0.35,two_toed
9.656,66.21,0.023,two_toed
7.768,65.488,1.149,two_toed
9.784,66.565,-0.75,two_toed
9.249,67.114,1.716,two_toed
9.016,66.99,0.793,two_toed
8.508,66.657,0.208,two_toed
9.351,65.138,-1.042,two_toed
7.917,64.208,0.922,two_toed
9.901,64.992,-0.022,two_toed
8.51,64.205,1.045,two_toed
9.24,66.765,1.822,two_toed
10.293,66.406,0.693,two_toed
9.98,67.429,0.019,two_toed
7.714,65.618,-0.27,two_toed
8.895,65.741,-1.06,two_toed
8.52,66.692,-0.333,two_toed
8.587,65.43,0.55,two_toed
10.259,66.119,0.706,two_toed
6.21,66.181,-0.431,two_toed
9.762,65.46,0.852,two_toed
9.982,67.134,-0.304,two_toed
10.778,66.62,1.267,two_toed
7.227,66.111,-1.165,two_toed
8.473,64.801,-0.058,two_toed
12.058,64.42,-0.626,two_toed
10.611,66.397,0.738,two_toed
8.164,66.733,-0.423,two_toed
10.055,66.226,2.885,two_toed
9.802,65.209,-0.497,two_toed
9.171,67.574,0.643,two_toed
8.756,65.95,-0.755,two_toed
10.618,64.92,-0.552,two_toed
10.325,66.398,-0.176,two_toed
8.348,65.094,1.86,two_toed
9.384,65.345,0.802,two_toed
9.935,67.883,-1.394,two_toed
11.076,65.933,2.427,two_toed
9.052,64.423,0.766,two_toed
8.883,65.979,0.327,two_toed
9.713,65.294,-0.069,two_toed
9.508,66.011,0.687,two_toed
8.995,67.035,-0.169,two_toed
7.702,65.97,0.206,two_toed
8.818,65.746,0.671,two_toed
11.159,66.368,-0.249,two_toed
7.906,65.487,-0.598,two_toed
9.222,66.189,1.653,two_toed
9.927,66.412,0.1,two_toed
8.961,66.989,1.198,two_toed
9.955,64.115,-2.004,two_toed
9.664,65.484,-0.543,two_toed
8.051,65.403,0.71,two_toed
8.879,66.854,-0.072,two_toed
9.78,65.054,1.431,two_toed
9.444,65.636,1.973,two_toed
10.987,66.342,0.282,two_toed
9.167,66.729,0.808,two_toed
8.968,66.578,-0.269,two_toed
10.556,66.387,0.091,two_toed
8.915,66.239,-0.715,two_toed
10.502,67.724,1.301,two_toed
10.126,65.568,-0.889,two_toed
10.374,65.547,0.857,two_toed
8.024,66.566,0.508,two_toed
10.041,66.362,-1.02,two_toed
9.932,66.287,-0.046,two_toed
9.38,65.503,-0.385,two_toed
7.913,65.398,0.727,two_toed
8.997,67.242,0.372,two_toed
9.726,66.337,-0.05,two_toed
7.416,65.813,0.226,two_toed
10.285,65.592,1.689,two_toed
9.863,66.512,1.475,two_toed
7.584,65.585,-0.072,two_toed
10.804,65.283,2.673,two_toed
8.442,64.63,-1.059,two_toed
7.408,66.418,0.932,two_toed
8.354,66.843,-1.42,two_toed
7.657,67.531,0.58,two_toed
9.336,65.943,0.535,two_toed
9.287,65.591,0.027,two_toed
8.791,66.263,-0.417,two_toed
8.938,67.307,-0.52,two_toed
7.437,65.072,-0.326,two_toed
8.453,66.685,1.121,two_toed
9.555,66.255,1.973,two_toed
10.594,67.439,-1.908,two_toed
8.133,66.593,-0.026,two_toed
8.958,65.136,0.479,two_toed
9.483,64.559,-0.849,two_toed
9.14,65.511,1.24,two_toed
9.126,66.689,0.583,two_toed
9.682,65.706,-0.63,two_toed
8.835,67.808,1,two_toed
9.208,65.992,0.82,two_toed
10.713,63.871,-0.412,two_toed
7.532,64.817,-0.761,two_toed
10.55,63.76,-1.094,two_toed
7.511,64.803,1.574,two_toed
8.3,68.034,0.35,two_toed
8.297,66.631,-1.056,two_toed
8.707,64.236,-0.125,two_toed
9.423,66.56,1.002,two_toed
9.611,66.557,0.782,two_toed
7.889,65.05,0.684,two_toed
9.7,64.967,1.475,two_toed
7.787,66.377,0.089,two_toed
7.054,67.243,0.736,two_toed
9.61,65.511,0.403,two_toed
8.656,67.943,-1.919,two_toed
8.26,64.762,1.233,two_toed
7.353,65.029,-0.826,two_toed
9.61,65.514,0.528,two_toed
7.658,65.603,-0.385,two_toed
11.492,65.947,1.19,two_toed
7.384,66.231,-0.334,two_toed
7.629,65.814,1.178,two_toed
7.981,64.656,0.351,two_toed
7.633,64.642,0.155,two_toed
10.32,64.976,0.629,two_toed
9.2,65.86,-1.3,two_toed
10.206,65.691,1.375,two_toed
10.743,65.868,0.377,two_toed
10.183,65.386,-0.722,two_toed
9.086,66.683,-0.3,two_toed
10.19,66.339,-0.189,two_toed
10.122,64.863,-0.973,two_toed
7.022,65.426,0.95,two_toed
8.428,65.293,0.858,two_toed
9.97,65.696,1.839,two_toed
7.852,66.763,1.15,two_toed
7.535,63.996,-1.797,two_toed
8.244,65.266,2.075,two_toed
9.341,66.114,-0.928,two_toed
9.792,66.87,0.105,two_toed
10.465,66.263,-0.795,two_toed
10.015,65.455,1.55,two_toed
9.498,67.29,0.479,two_toed
8.284,65.606,1.128,two_toed
9.736,65.824,-0.793,two_toed
9.487,65.932,0.577,two_toed
8.245,66.181,0.415,two_toed
9.181,65.152,-0.719,two_toed
10.337,65.952,1.344,two_toed
8.14,66.177,0.938,two_toed
6.288,65.362,-0.093,two_toed
8.883,66.054,-0.288,two_toed
8.09,65.886,1.37,two_toed
11.456,67.266,-1.637,two_toed
8.027,63.985,0.811,two_toed
6.406,65.848,0.471,two_toed
9.259,64.746,-0.102,two_toed
9.973,66.517,1.167,two_toed
9.483,66.128,-1.219,two_toed
9.116,66.93,-0.686,two_toed
8.737,66.251,-0.885,two_toed
8.014,65.951,-1.451,two_toed
9.73,65.871,0.604,two_toed
9.36,65.146,1.351,two_toed
10.204,66.217,1.659,two_toed
8.295,66.301,-1.424,two_toed
9.001,66.256,-0.893,two_toed
7.928,65.466,0.931,two_toed
8.452,67.603,0.149,two_toed
9.868,65.823,-2.3,two_toed
11.409,65.698,0.153,two_toed
9.706,66.076,-0.337,two_toed
9.777,66.413,0.94,two_toed
9.834,67.189,1.497,two_toed
9.311,63.802,1.953,two_toed
9.332,66.544,0.038,two_toed
9.755,65.482,2.12,two_toed
8.812,66.262,-0.05,two_toed
10.059,66.254,0.101,two_toed
8.17,66.344,0.274,two_toed
9.855,68.106,0.9,two_toed
9.221,66.578,-0.247,two_toed
8.73,65.174,0.141,two_toed
9.407,65.862,-1.256,two_toed
9.892,67.305,1.021,two_toed
9.72,66.126,0.306,two_toed
8.923,65.038,0.918,two_toed
8.316,66.031,-0.701,two_toed
11.31,65.971,-0.947,two_toed
9.692,65.437,2.524,two_toed
9.215,66.192,1.576,two_toed
8.738,64.234,0.536,two_toed
9.591,66.786,0.58,two_toed
10.496,65.875,2.735,two_toed
8.333,66.34,1.401,two_toed
9.875,66.907,-1.021,two_toed
9.041,67.086,0.451,two_toed
9.151,65.49,0.651,two_toed
7.561,67.008,0.711,two_toed
9.446,65.783,1.298,two_toed
8.566,64.795,-0.592,two_toed
8.4,67.063,-0.466,two_toed
10.382,65.932,0.981,two_toed
8.746,67.408,-0.48,two_toed
9.387,65.504,1.268,two_toed
7.619,63.942,-0.756,two_toed
9.038,65.924,0.703,two_toed
8.608,65.906,0.878,two_toed
10.167,67.947,1.577,two_toed
8.546,65.775,1.334,two_toed
10.485,65.119,-0.596,two_toed
8.999,65.56,-0.662,two_toed
8.333,66.56,0.873,two_toed
10.588,65.128,1.843,two_toed
7.334,67.059,0.252,two_toed
10.12,66.007,0.552,two_toed
7.585,66.494,-0.061,two_toed
8.523,65.998,-0.018,two_toed
10.238,66.506,2.328,two_toed
8.662,65.945,0.889,two_toed
7.93,66.763,0.547,two_toed
10.458,65.913,1.51,two_toed
9.581,66.894,-0.17,two_toed
8.9,66.156,0.289,two_toed
8.504,66.256,-0.737,two_toed
8.409,66.008,1.202,two_toed
10.133,65.014,-0.067,two_toed
8.625,65.515,0.246,two_toed
10.558,67.178,0.31,two_toed
8.43,66.102,-0.404,two_toed
8.034,66.37,-0.051,two_toed
8.27,67.025,0.933,two_toed
8.233,66.429,-2.942,two_toed
7.977,63.835,0.536,two_toed
9.028,65.247,0.329,two_toed
10.508,66.433,0.377,two_toed
7.175,66.343,-0.404,two_toed
10.244,66.061,-1.033,two_toed
8.264,65.343,-1.025,two_toed
9.036,63.848,0.093,two_toed
8.665,65.876,1.284,two_toed
10.22,66.68,0.332,two_toed
10.232,67.721,1.06,two_toed
7.306,67.066,1.521,two_toed
9.377,67.657,1.367,two_toed
8.895,67.745,0.219,two_toed
9.092,65.729,-0.055,two_toed
9.32,66.666,0.162,two_toed
8.963,66.952,2.124,two_toed
9.743,66.657,1.304,two_toed
9.049,66.735,0.881,two_toed
8.913,65.544,0.249,two_toed
9.066,66.906,1.21,two_toed
9.58,65.91,0.24,two_toed
8.766,64.544,1.302,two_toed
8.141,67.063,-0.068,two_toed
10.075,65.457,0.375,two_toed
9.182,66.141,0.12,two_toed
9.952,66.067,-1.61,two_toed
10.37,66.442,0.913,two_toed
8.674,66.824,1.627,two_toed
8.519,66.831,1.119,two_toed
7.812,65.049,1.672,two_toed
7.673,66.352,-0.559,two_toed
7.817,66.346,-1.296,two_toed
9.317,66.774,0.77,two_toed
7.915,65.943,0.723,two_toed
9.749,67.317,-0.06,two_toed
9.431,65.887,1.423,two_toed
8.525,67.333,2.149,two_toed
8.66,65.736,0.212,two_toed
9.048,64.664,0.483,two_toed
7.077,64.659,-0.785,two_toed
10.464,64.198,0.556,two_toed
9.589,66.255,1.547,two_toed
9.088,65.009,2.293,two_toed
7.816,64.699,0.671,two_toed
7.229,66.149,0.263,two_toed
6.486,66.115,0.525,two_toed
7.451,65.991,-0.581,two_toed
8.775,66.299,-2.15,two_toed
7.484,63.204,0.038,two_toed
8.144,66.036,0.812,two_toed
9.944,66.283,0.667,two_toed
10.16,65.867,0.501,two_toed
8.676,65.474,1.129,two_toed
8.06,65.167,0.405,two_toed
8.412,66.068,-1.113,two_toed
9.266,65.49,0.691,two_toed
8.562,66.621,2.891,two_toed
7.66,66.803,-0.75,two_toed
9.394,67.62,2.177,two_toed
10.245,65.459,0.001,two_toed
7.521,65.686,-1.431,two_toed
9.85,66.682,0.845,two_toed
9.739,64.487,1.627,two_toed
8.611,61.754,3.152,two_toed
10.359,65.615,0.514,two_toed
8.428,66.437,-0.352,two_toed
10.898,65.889,1.402,two_toed
8.79,64.931,-0.098,two_toed
6.686,65.877,0.847,two_toed
9.476,66.551,0.99,two_toed
9.144,66.706,1.84,two_toed
9.512,65.588,-0.756,two_toed
7.872,65.749,0.458,two_toed
9.347,66.766,0.179,two_toed
9.033,65.82,0.544,two_toed
10,66.46,0.697,two_toed
8.431,67.393,0.87,two_toed
11.249,63.237,1.993,two_toed
8.928,66.493,0.774,two_toed
7.747,65.355,-0.318,two_toed
9.179,67.416,-1.934,two_toed
9.676,65.981,0.78,two_toed
9.027,66.878,-1.27,two_toed
8.639,65.691,-0.537,two_toed
8.605,65.686,-1.038,two_toed
9.472,66.284,-0.223,two_toed
9.017,66.299,1.86,two_toed
7.872,65.016,1.143,two_toed
8.861,67.226,1.667,two_toed
8.062,66.645,-0.216,two_toed
8.827,64.737,-0.866,two_toed
8.474,65.826,-1.755,two_toed
10.531,67.268,0.307,two_toed
8.593,65.963,-0.075,two_toed
10.618,66.433,-1.047,two_toed
9.448,66.451,0.607,two_toed
8.562,66.72,-1.179,two_toed
9.501,66.921,-1.77,two_toed
10.566,67.549,0.727,two_toed
9.746,66.118,1.202,two_toed
8.779,66.335,0.102,two_toed
9.253,66.065,-0.724,two_toed
8.651,64.974,0.3,two_toed
10.035,64.907,1.56,two_toed
7.812,65.457,0.935,two_toed
8.233,64.744,0.755,two_toed
7.906,66.601,0.795,two_toed
10.364,64.574,-1.079,two_toed
9.149,64.979,1.8,two_toed
7.256,65.981,0.313,two_toed
7.263,65.273,0.784,two_toed
8.441,65.482,-0.093,two_toed
8.449,65.09,-1.249,two_toed
9.756,66.491,-0.081,two_toed
9.66,65.229,1.894,two_toed
6.503,66.293,0.556,two_toed
8.621,66.941,0.742,two_toed
9.211,65.178,1.201,two_toed
9.159,68.572,0.722,two_toed
8.217,63.926,0.035,two_toed
10.261,65.856,0.353,two_toed
9.041,66.075,-0.768,two_toed
8.905,63.986,0.895,two_toed
7.957,65.194,1.863,two_toed
8.572,65.705,0.88,two_toed
9.109,67.318,-0.348,two_toed
8.586,64.356,-0.235,two_toed
8.029,63.566,-0.332,two_toed
8.558,66.361,1.945,two_toed
9.83,67.493,-0.34,two_toed
10.977,66.07,-0.427,two_toed
9.301,64.896,0.209,two_toed
9.216,63.706,-1.239,two_toed
6.702,64.347,0.314,two_toed
9.122,66.644,0.749,two_toed
8.474,66.948,0.327,two_toed
7.934,63.09,1.506,two_toed
8.968,67.234,1.411,two_toed
9.585,67.553,1.643,two_toed
7.272,66.169,0.926,two_toed
9.129,66.866,-0.483,two_toed
7.589,65.389,0.675,two_toed
10.2,66.177,0.011,two_toed
9.154,67.037,-0.31,two_toed
10.635,66.396,0.435,two_toed
9.123,67.994,-0.001,two_toed
11.132,65.16,0.79,two_toed
7.843,65.835,-0.596,two_toed
10.141,66.406,1.23,two_toed
9.175,65.266,-0.375,two_toed
9.799,64.158,-0.07,two_toed
10.435,66.691,0.319,two_toed
9.705,66.246,0.469,two_toed
10.255,64.5,-0.066,two_toed
8.835,66.941,-1.193,two_toed
7.468,65.962,-0.073,two_toed
6.413,66.598,-0.926,two_toed
9.495,65.256,0.003,two_toed
9.122,67.357,-0.916,two_toed
8.276,65.479,1.323,two_toed
8.814,64.917,0.102,two_toed
8.747,67.853,0.843,two_toed
10.362,67.4,1.286,two_toed
9.844,64.799,1.22,two_toed
9.963,66.569,0.914,two_toed
8.318,67.179,0.515,two_toed
8.677,66.696,-0.304,two_toed
8.447,63.961,0.137,two_toed
9.184,66.017,2.21,two_toed
8.992,66.202,1.26,two_toed
9.153,66.665,-0.403,two_toed
8.975,65.904,2.219,two_toed
7.337,66.675,0.088,two_toed
8.811,64.688,-0.28,two_toed
7.38,66.272,-0.284,two_toed
9.59,64.242,2.103,two_toed
8.832,65.885,-0.269,two_toed
8.559,66.625,0.31,two_toed
10.08,64.122,-1.42,two_toed
9.186,65.588,-0.115,two_toed
10.717,65.267,0.237,two_toed
8.981,65.539,0.227,two_toed
7.885,65.251,0.31,two_toed
8.498,65.469,1.055,two_toed
11.781,66.099,1.289,two_toed
9.275,67.221,0.065,two_toed
8.811,64.654,0.814,two_toed
8.112,64.715,-1.628,two_toed
8.35,66.15,1.035,two_toed
9.263,65,-0.222,two_toed
8.124,67.016,1.026,two_toed
9.748,65.986,0.414,two_toed
9.109,65.454,1.949,two_toed
9.424,66.31,0.424,two_toed
9.385,66.71,0.483,two_toed
8.896,66.604,2.538,two_toed
