,claw_length_cm,size_cm,specie,tail_length_cm
2145,6.655,61.972,three_toed,5.543
2146,4.803,63.234,three_toed,5.197
2147,7.711,61.145,three_toed,5.456
2148,7.209,59.541,three_toed,7.326
2149,8.232,60.314,three_toed,5.277
2150,7.2,60.048,three_toed,5.377
2151,8.726,60.538,three_toed,6.25
2152,7.987,60.168,three_toed,6.617
2153,8.271,61.304,three_toed,2.749
2154,7.42,60.244,three_toed,5.288
2155,6.784,60.442,three_toed,6.579
2156,6.587,61.496,three_toed,5.142
2157,7.403,59.918,three_toed,6.621
2158,6.018,60.749,three_toed,4.78
2159,7.42,61.949,three_toed,5.38
2160,6.677,61.217,three_toed,5.365
2161,10.115,61.003,three_toed,5.949
2162,8.387,61.022,three_toed,5.661
2163,9.194,62.633,three_toed,6.103
2164,7.809,61.397,three_toed,5.783
2165,7.5,61.515,three_toed,5.162
2166,6.464,60.843,three_toed,4.652
2167,7.308,62.159,three_toed,6.876
2168,7.337,61.94,three_toed,6.407
2169,8.51,61.242,three_toed,5.501
2170,8.659,61.478,three_toed,7.06
2171,7.278,60.894,three_toed,5.137
2172,7.81,60.627,three_toed,5.355
2173,8.441,62.106,three_toed,5.725
2174,7.673,62.342,three_toed,5.508
2175,6.715,59.32,three_toed,6.291
2176,7.739,61.582,three_toed,5.025
2177,7.007,59.446,three_toed,6.39
2178,9.184,61.906,three_toed,3.928
2179,7.918,61.095,three_toed,5.348
2180,6.391,62.106,three_toed,6.072
2181,6.864,61.346,three_toed,6.871
2182,9.415,60.007,three_toed,3.071
2183,7.044,60.897,three_toed,7.57
2184,7.31,60.547,three_toed,4.97
2185,8.843,63.402,three_toed,5.864
2186,7.731,62.723,three_toed,5.146
2187,9.178,58.128,three_toed,6.866
2188,5.748,60.256,three_toed,4.542
2189,6.376,62.634,three_toed,4.503
2190,8.392,61.386,three_toed,6.229
2191,5.699,61.169,three_toed,3.768
2192,6.908,60.379,three_toed,5.214
2193,4.548,60.144,three_toed,4.357
2194,6.741,60.95,three_toed,5.132
2195,8.763,59.296,three_toed,6.241
2196,8.654,61.26,three_toed,6.113
2197,8.98,61.07,three_toed,5.474
2198,8.343,62.403,three_toed,5.632
2199,6.267,60.665,three_toed,6.053
2200,7.843,60.264,three_toed,7.468
2201,6.456,61.872,three_toed,7.226
2202,9.154,61.375,three_toed,7.167
2203,7.195,61.915,three_toed,4.926
2204,7.107,59.507,three_toed,5.989
2205,7.719,60.73,three_toed,6.858
2206,8.636,60.394,three_toed,4.746
2207,7.033,60.135,three_toed,7.707
2208,8.673,61.508,three_toed,6.913
2209,8.703,60.941,three_toed,5.749
2210,8.792,60.733,three_toed,5.946
2211,6.399,59.47,three_toed,6.067
2212,7.164,61.594,three_toed,6.681
2213,7.379,60.789,three_toed,5.102
2214,8.198,59.274,three_toed,4.805
2215,8.653,61.528,three_toed,5.97
2216,7.719,61.287,three_toed,3.929
2217,5.836,59.481,three_toed,5.172
2218,8.661,59.931,three_toed,5.05
2219,8.45,60.695,three_toed,5.25
2220,7.848,61.484,three_toed,6.889
2221,8.255,61.16,three_toed,6.503
2222,8.134,61.463,three_toed,5.877
2223,7.711,61.434,three_toed,4.803
2224,6.362,60.616,three_toed,5.26
2225,7.493,59.824,three_toed,6.269
2226,7.083,59.249,three_toed,5.891
2227,8.802,61.403,three_toed,7.105
2228,6.195,59.584,three_toed,6.626
2229,8.449,58.201,three_toed,5.434
2230,6.51,62.071,three_toed,6.354
2231,6.945,61.05,three_toed,5.345
2232,6.99,60.561,three_toed,3.707
2233,6.319,62.65,three_toed,5.173
2234,9.445,60.108,three_toed,6.402
2235,5.911,59.391,three_toed,7.695
2236,6.003,59.192,three_toed,3.156
2237,8.983,60.628,three_toed,5.36
2238,8.897,60.449,three_toed,7.069
2239,5.895,60.476,three_toed,4.125
2240,7.485,59.656,three_toed,4.493
2241,5.043,61.183,three_toed,4.988
2242,7.159,58.999,three_toed,5.883
2243,4.411,62.287,three_toed,5.64
2244,7.794,60.559,three_toed,5.947
2245,7,58.786,three_toed,6.04
2246,8.881,60.381,three_toed,5.187
2247,8.158,61.361,three_toed,8.199
2248,9.353,60.648,three_toed,7.562
2249,5.521,60.964,three_toed,3.641
2250,8.629,60.385,three_toed,7.698
2251,6.869,58.569,three_toed,7.826
2252,8.151,59.909,three_toed,6.181
2253,10.356,61.823,three_toed,5.053
2254,6.901,62.174,three_toed,5.874
2255,8.164,62.294,three_toed,6.014
2256,7.584,61.472,three_toed,6.68
2257,9.197,60.062,three_toed,6.102
2258,7.069,61.845,three_toed,5.304
2259,7.358,59.929,three_toed,4.43
2260,8.101,60.795,three_toed,7.278
2261,6.818,59.947,three_toed,4.814
2262,8.571,60.592,three_toed,6.494
2263,6.003,61.194,three_toed,6.645
2264,6.051,59.314,three_toed,5.584
2265,7.821,61.928,three_toed,5.663
2266,7.561,60.479,three_toed,6.551
2267,8.185,60.49,three_toed,6.627
2268,5.941,60.113,three_toed,6.7
2269,8.245,59.971,three_toed,5.474
2270,8.568,60.07,three_toed,5.763
2271,8.045,59.548,three_toed,4.085
2272,8.651,59.453,three_toed,5.881
2273,8.247,60.616,three_toed,4.528
2274,6.868,61.071,three_toed,6.311
2275,8.524,61.206,three_toed,5.27
2276,8.557,60.454,three_toed,5.646
2277,6.679,62.373,three_toed,4.93
2278,9.312,59.369,three_toed,6.015
2279,8.735,59.668,three_toed,6.764
2280,7.883,58.293,three_toed,7.001
2281,6.614,62.555,three_toed,5.534
2282,7.149,63.035,three_toed,6.144
2283,8.167,61.743,three_toed,6.612
2284,8.565,62.854,three_toed,7.754
2285,8.943,61.143,three_toed,6.083
2286,7.87,60.277,three_toed,4.069
2287,7.018,61.946,three_toed,4.753
2288,9.371,62.025,three_toed,5.385
2289,6.412,61.881,three_toed,6.028
2290,5.475,62.268,three_toed,7.593
2291,7.565,60.484,three_toed,6.226
2292,7.524,61.158,three_toed,4.927
2293,8.555,59.911,three_toed,6.569
2294,8.37,60.363,three_toed,6.755
2295,7.753,61.944,three_toed,5.303
2296,7.024,62.478,three_toed,4.339
2297,6.76,62.712,three_toed,4.475
2298,5.603,60.49,three_toed,6.371
2299,6.117,61.692,three_toed,5.872
2300,5.132,60.851,three_toed,5.502
2301,8.868,61.974,three_toed,6.143
2302,6.873,61.627,three_toed,6.214
2303,8.006,61.343,three_toed,5.084
2304,7.077,60.77,three_toed,5.058
2305,7.05,62.014,three_toed,5.868
2306,7.638,59.464,three_toed,6.436
2307,9.405,61.762,three_toed,6.29
2308,7.071,59.714,three_toed,5.54
2309,7.289,61.753,three_toed,5.621
2310,7.253,60.448,three_toed,5.655
2311,7.823,59.92,three_toed,6.012
2312,7.625,63.08,three_toed,5.364
2313,5.956,61.417,three_toed,5.509
2314,8.749,60.237,three_toed,6.072
2315,8.251,61.359,three_toed,6.555
2316,8.4,62.081,three_toed,5.642
2317,6.591,61.917,three_toed,4.839
2318,8.53,61.231,three_toed,6.303
2319,8.287,60.266,three_toed,4.549
2320,5.76,61.469,three_toed,4.872
2321,7.49,60.479,three_toed,6.262
2322,7.25,61.388,three_toed,7.181
2323,7.889,61.81,three_toed,5.556
2324,7.454,60.843,three_toed,5.971
2325,8.809,59.751,three_toed,6.278
2326,8.019,60.729,three_toed,6.163
2327,6.744,60.577,three_toed,7.531
2328,9.991,60.03,three_toed,6.141
2329,7.092,61.341,three_toed,6.45
2330,6.58,61.744,three_toed,4.798
2331,7.719,62.777,three_toed,7.272
2332,7.558,62.429,three_toed,3.877
2333,5.912,62.13,three_toed,6.144
2334,8.452,61.9,three_toed,4.69
2335,8.73,59.662,three_toed,5.706
2336,7.651,59.085,three_toed,6.108
2337,6.188,60.286,three_toed,6.282
2338,9.22,60.085,three_toed,6.474
2339,4.447,60.823,three_toed,5.649
2340,7.964,59.257,three_toed,7.28
2341,8.134,60.383,three_toed,4.788
2342,8.59,60.496,three_toed,5.419
2343,7.487,60.788,three_toed,6.364
2344,6.644,60.903,three_toed,5.233
2345,8.659,60.153,three_toed,4.935
2346,8.758,61.454,three_toed,4.974
2347,7.593,61.363,three_toed,5.332
2348,7.947,61.114,three_toed,5.943
2349,7.594,60.225,three_toed,6.588
2350,9.071,60.626,three_toed,5.599
2351,7.707,60.106,three_toed,5.276
2352,7.151,59.864,three_toed,4.89
2353,7.79,60.202,three_toed,6.861
2354,7.802,61.728,three_toed,5.502
2355,6.259,58.618,three_toed,6.632
2356,7.837,60.021,three_toed,6.627
2357,6.794,61.215,three_toed,5.477
2358,6.293,61.252,three_toed,8.165
2359,7.144,59.783,three_toed,6.203
2360,5.793,60.488,three_toed,6.366
2361,6.251,60.536,three_toed,6.12
2362,8.035,60.875,three_toed,4.158
2363,7.241,59.358,three_toed,6.305
2364,6.867,62.109,three_toed,6.955
2365,7.089,60.851,three_toed,4.372
2366,7.495,61.379,three_toed,5.603
2367,7.27,63.697,three_toed,6.531
2368,6.074,59.971,three_toed,6.442
2369,6.559,62.479,three_toed,5.695
2370,9.089,61.728,three_toed,6.575
2371,5.964,60.921,three_toed,6.95
2372,8.123,59.89,three_toed,5.462
2373,6.807,60.583,three_toed,5.452
2374,8.596,61.966,three_toed,4.916
2375,7.276,60.951,three_toed,6.345
2376,7.712,61.669,three_toed,5.154
2377,8.219,60.716,three_toed,6.807
2378,6.541,60.621,three_toed,6.066
2379,6.982,61.233,three_toed,5.571
2380,7.145,62.519,three_toed,5.817
2381,7.055,60.499,three_toed,5.859
2382,5.825,61.389,three_toed,5.691
2383,7.635,61.103,three_toed,6.325
2384,9.899,61.02,three_toed,6.944
2385,9.193,62.923,three_toed,7.498
2386,8.435,63.497,three_toed,5.084
2387,7.961,59.669,three_toed,5.076
2388,7.197,60.097,three_toed,4.656
2389,8.835,60.013,three_toed,5.272
2390,6.882,61.409,three_toed,5.705
2391,7.14,60.352,three_toed,4.974
2392,8.274,62.427,three_toed,4.721
2393,8.806,59.394,three_toed,5.166
2394,6.944,59.805,three_toed,5.364
2395,7.979,60.336,three_toed,6.549
2396,8.33,60.675,three_toed,7.111
2397,9.057,61.571,three_toed,5.724
2398,6.225,61.03,three_toed,5.356
2399,7.93,61.284,three_toed,7.722
2400,7.441,60.426,three_toed,6.938
2401,8.622,59.613,three_toed,4.949
2402,6.341,60.639,three_toed,6.79
2403,8.545,60.296,three_toed,3.126
2404,7.498,61.677,three_toed,7.152
2405,5.147,63.029,three_toed,6.289
2406,8.472,62.125,three_toed,4.281
2407,7.028,60.892,three_toed,4.961
2408,7.836,61.367,three_toed,6.219
2409,8.312,63.04,three_toed,6.962
2410,7.399,60.814,three_toed,4.864
2411,8.462,59.705,three_toed,6.087
2412,5.876,61.531,three_toed,4.787
2413,9.234,59.559,three_toed,5.037
2414,9.205,60.31,three_toed,4.825
2415,7.561,61.383,three_toed,3.959
2416,6.264,62.026,three_toed,6.572
2417,6.989,61.925,three_toed,5.772
2418,6.577,62.327,three_toed,3.899
2419,7.803,60.875,three_toed,5.672
2420,4.731,61.292,three_toed,5.471
2421,6.276,60.674,three_toed,6.193
2422,6.882,61.812,three_toed,5.35
2423,7.473,61.829,three_toed,6.2
2424,6.688,62.175,three_toed,6.236
2425,6.903,61.126,three_toed,4.933
2426,6.848,60.982,three_toed,5.189
2427,7.883,61.796,three_toed,5.801
2428,6.182,61.175,three_toed,6.279
2429,7.525,61.126,three_toed,6.792
2430,4.705,61.417,three_toed,4.746
2431,8.08,62.21,three_toed,6.161
2432,6.641,59.059,three_toed,7.863
2433,6.586,61.751,three_toed,5.097
2434,9.398,63.496,three_toed,6.23
2435,7.22,62.884,three_toed,5.7
2436,6.734,60.777,three_toed,5.003
2437,7.652,60.377,three_toed,6.021
2438,7.113,61.82,three_toed,5.378
2439,7.471,60.56,three_toed,5.86
2440,7.11,60.185,three_toed,3.208
2441,6.78,61.71,three_toed,5.632
2442,7.977,62.336,three_toed,5.354
2443,6.603,60.158,three_toed,3.784
2444,6.635,59.205,three_toed,5.657
2445,5.708,61.71,three_toed,4.626
2446,6.497,58.676,three_toed,6.766
2447,8.127,60.91,three_toed,6.438
2448,8.253,59.949,three_toed,6.465
2449,9.02,62.132,three_toed,7.859
2450,6.277,60.414,three_toed,5.269
2451,8.076,61.158,three_toed,5.02
2452,7.291,62.961,three_toed,6.921
2453,6.391,61.569,three_toed,4.843
2454,6.686,60.074,three_toed,5.732
2455,6.685,59.82,three_toed,6.855
2456,9.237,61.494,three_toed,5.294
2457,8.149,61.893,three_toed,5.738
2458,7.557,61.346,three_toed,5.173
2459,6.712,61.243,three_toed,5.589
2460,9.133,60.732,three_toed,6.1
2461,6.859,62.306,three_toed,7.771
2462,7.194,60.768,three_toed,4.89
2463,9.323,61.272,three_toed,5.395
2464,6.723,61.848,three_toed,6.139
2465,6.822,60.63,three_toed,6.199
2466,8.848,61.204,three_toed,4.845
2467,6.559,59.698,three_toed,7.468
2468,7.797,59.963,three_toed,5.517
2469,8.408,62.477,three_toed,6.323
2470,7.15,62.434,three_toed,6.548
2471,5.919,61.401,three_toed,6.399
2472,7.349,61.087,three_toed,5.304
2473,6.063,61.389,three_toed,7.142
2474,6.956,58.665,three_toed,7.18
2475,8.299,63.829,three_toed,7.452
2476,6.631,61.311,three_toed,8.053
2477,6.646,60.706,three_toed,6.769
2478,7.562,62.628,three_toed,5.941
2479,7.074,61.834,three_toed,6.532
2480,6.286,60.729,three_toed,4.153
2481,8.336,61.847,three_toed,5.178
2482,7.647,62.391,three_toed,4.315
2483,7.309,61.124,three_toed,6.193
2484,5.652,60.462,three_toed,5.283
2485,6.87,60.375,three_toed,6.424
2486,7.38,61.559,three_toed,5.384
2487,7.861,60.789,three_toed,4.103
2488,9.13,61.826,three_toed,5.213
2489,7.336,59.474,three_toed,6.859
2490,7.64,61.425,three_toed,5.635
2491,8.64,60.609,three_toed,5.881
2492,8.048,61.297,three_toed,4.139
2493,8.072,61.773,three_toed,5.239
2494,6.643,61.585,three_toed,4.703
2495,8.079,61.446,three_toed,5.033
2496,6.399,61.132,three_toed,4.972
2497,7.57,59.831,three_toed,8.538
2498,8.499,60.193,three_toed,5.742
2499,6.641,61.565,three_toed,5.98
2500,8.523,59.181,three_toed,5.956
2501,7.418,61.384,three_toed,6.597
2502,6.526,59.924,three_toed,5.656
2503,8.325,62.601,three_toed,7.138
2504,6.05,60.422,three_toed,7.069
2505,8.632,60.565,three_toed,5.587
2506,7.218,60.096,three_toed,4.334
2507,5.853,61.127,three_toed,5.736
2508,7.264,62.626,three_toed,5.58
2509,7.793,59.579,three_toed,7.74
2510,8.033,61.98,three_toed,4.603
2511,5.229,59.31,three_toed,4.285
2512,7.556,62.067,three_toed,6.583
2513,5.783,61.714,three_toed,6.315
2514,8.304,58.335,three_toed,7.178
2515,6.381,61.549,three_toed,4.702
2516,5.78,62.193,three_toed,5.496
2517,7.797,62.232,three_toed,6.102
2518,7.589,59.812,three_toed,5.445
2519,7.129,60.989,three_toed,5.325
2520,7.371,60.382,three_toed,5.656
2521,8.763,62.822,three_toed,7.64
2522,7.618,60.808,three_toed,6.245
2523,8.242,60.888,three_toed,5.709
2524,6.627,60.445,three_toed,6.177
2525,6.039,62.145,three_toed,6.228
2526,6.728,61.794,three_toed,5.251
2527,7.788,60.046,three_toed,5.851
2528,8.754,60.371,three_toed,6.579
2529,8.644,63.277,three_toed,5.169
2530,6.729,60.022,three_toed,6.358
2531,7.405,60.42,three_toed,3.205
2532,6.084,60.562,three_toed,6.556
2533,7.266,61.928,three_toed,4.064
2534,6.679,61.228,three_toed,4.331
2535,7.848,60.674,three_toed,4.743
2536,6.565,60.029,three_toed,7.405
2537,7.919,61.203,three_toed,4.851
2538,6.992,63.17,three_toed,6.047
2539,7.763,59.969,three_toed,6.139
2540,7.568,61.385,three_toed,5.573
2541,6.863,61.455,three_toed,6.16
2542,6.75,60.588,three_toed,7.087
2543,7.036,62.225,three_toed,6.189
2544,7.317,60.544,three_toed,5.459
2545,7.043,60.372,three_toed,6.656
2546,8.153,61.051,three_toed,6.387
2547,9.312,60.659,three_toed,8.368
2548,8.292,61.186,three_toed,6.177
2549,8.892,63.207,three_toed,6.297
2550,8.421,60.12,three_toed,6.232
2551,7.815,59.767,three_toed,6.406
2552,7.245,61.301,three_toed,6.283
2553,6.83,62.473,three_toed,5.457
2554,8.414,61.298,three_toed,5.564
2555,7.783,60.989,three_toed,5.195
2556,8.435,62.136,three_toed,6.548
2557,6.821,59.892,three_toed,5.461
2558,7.172,61.737,three_toed,6.75
2559,9.625,60.794,three_toed,6.466
2560,7.32,62.273,three_toed,6.125
2561,7.658,60.959,three_toed,6.115
2562,6.199,61.255,three_toed,5.707
2563,8.302,62.31,three_toed,5.976
2564,8.215,63.213,three_toed,3.864
2565,8.957,59.32,three_toed,6.952
2566,8.411,63.19,three_toed,6.344
2567,6.671,60.936,three_toed,4.629
2568,7.092,61.196,three_toed,3.731
2569,8.342,62.557,three_toed,3.564
2570,8.791,61.253,three_toed,5.086
2571,7.196,60.361,three_toed,5.092
2572,7.22,61.251,three_toed,6.199
2573,7.231,59.543,three_toed,5.508
2574,8.716,60.874,three_toed,5.157
2575,7.542,61.216,three_toed,4.805
2576,6.78,61.642,three_toed,5.393
2577,6.641,58.99,three_toed,4.65
2578,6.038,60.226,three_toed,6.895
2579,8.621,60.69,three_toed,6.119
2580,7.072,62.188,three_toed,6.943
2581,7.48,61.684,three_toed,3.796
2582,7.119,60.724,three_toed,6.151
2583,6.486,61.302,three_toed,3.634
2584,7.411,62.027,three_toed,5.304
2585,8.313,60.784,three_toed,5.781
2586,7.241,61.874,three_toed,6.415
2587,6.481,61.751,three_toed,6.917
2588,7.351,61.034,three_toed,6.659
2589,6.723,61.606,three_toed,6.276
2590,7.014,60.254,three_toed,2.694
2591,9.009,62.625,three_toed,4.715
2592,5.624,60.774,three_toed,5.365
2593,8.532,60.368,three_toed,4.711
2594,8.469,60.345,three_toed,4.639
2595,9.067,59.849,three_toed,5.088
2596,9.021,60.938,three_toed,6.814
2597,8.937,60.495,three_toed,6.075
2598,7.594,61.318,three_toed,6.003
2599,6.176,61.971,three_toed,6.153
2600,7.841,59.025,three_toed,4.751
2601,5.603,60.841,three_toed,6.356
2602,8.467,61.097,three_toed,6.723
2603,9.113,60.589,three_toed,5.947
2604,7.4,61.111,three_toed,5.795
2605,7.891,60.821,three_toed,5.976
2606,7.609,60.09,three_toed,5.38
2607,7.206,61.676,three_toed,6.724
2608,8.793,60.129,three_toed,6.483
2609,8.106,61.471,three_toed,7.198
2610,6.279,61.668,three_toed,4.386
2611,8.101,60.059,three_toed,5.553
2612,7.274,60.028,three_toed,5.42
2613,7.666,61.504,three_toed,5.578
2614,7.235,60.886,three_toed,6.438
2615,5.944,61.261,three_toed,5.805
2616,7.239,60.384,three_toed,4.608
2617,7.159,60.845,three_toed,6.345
2618,6.667,59.462,three_toed,5.465
2619,8.975,60.16,three_toed,5
2620,5.73,61.274,three_toed,6.784
2621,7.88,61.825,three_toed,5.204
2622,6.576,61.634,three_toed,4.249
2623,6.787,59.224,three_toed,6.361
2624,6.673,62.478,three_toed,7.511
2625,8.039,62.686,three_toed,6.036
2626,8.564,60.617,three_toed,3.816
2627,6.396,60.031,three_toed,5.667
2628,6.576,62.14,three_toed,4.827
2629,7.34,59.545,three_toed,5.545
2630,7.909,60.701,three_toed,5.865
2631,8.728,60.392,three_toed,5.734
2632,8.506,62.028,three_toed,6.043
2633,7.517,60.203,three_toed,5.365
2634,7.645,60.873,three_toed,5.451
2635,7.298,60.7,three_toed,5.728
2636,9.476,59.687,three_toed,4.917
2637,8.031,59.664,three_toed,5.772
2638,7.578,59.674,three_toed,5.742
2639,7.634,62.082,three_toed,5.213
2640,7.532,60.023,three_toed,6.027
2641,7.813,58.797,three_toed,4.57
2642,6.753,61.23,three_toed,5.359
2643,6.66,61.065,three_toed,6.325
2644,7.257,61.645,three_toed,4.844
2645,6.174,60.221,three_toed,6.019
2646,9.079,60.745,three_toed,4.969
2647,6.723,60.181,three_toed,5.393
2648,7.938,59.429,three_toed,6.156
2649,7.589,59.457,three_toed,6.721
2650,5.964,61.224,three_toed,5.022
2651,6.831,61.876,three_toed,6.549
2652,7.162,61.619,three_toed,6.785
2653,6.649,60.229,three_toed,6.951
2654,7.299,60.461,three_toed,6.73
2655,7.436,61.692,three_toed,5.813
2656,5.885,61.598,three_toed,5.723
2657,7.663,60.143,three_toed,8.389
2658,6.473,61.467,three_toed,7.374
2659,7.381,60.709,three_toed,5.782
2660,8.221,60.175,three_toed,5.77
2661,8.169,61.565,three_toed,5.054
2662,8.437,63.317,two_toed,1.688
2663,9.203,67.519,two_toed,-1.006
2664,9.574,65.167,two_toed,-0.03
2665,9.541,67.293,two_toed,1.319
2666,9.14,65.032,two_toed,0.237
2667,7.748,64.756,two_toed,-1.163
2668,10.104,66.346,two_toed,0.427
2669,7.47,63.149,two_toed,-0.453
2670,8.756,66.17,two_toed,1.126
2671,7.024,65.752,two_toed,0.135
2672,7.645,66.346,two_toed,-1.339
2673,8.361,65.435,two_toed,-0.1
2674,8.193,66.049,two_toed,0.54
2675,10.096,67.758,two_toed,0.261
2676,10.043,64.936,two_toed,0.881
2677,8.609,65.143,two_toed,1.538
2678,8.595,66.694,two_toed,0.183
2679,6.937,65.334,two_toed,0.096
2680,9.489,66.819,two_toed,0.231
2681,8.996,67.573,two_toed,1.384
2682,8.282,65.293,two_toed,-0.044
2683,8.802,65.675,two_toed,0.347
2684,9.152,65.473,two_toed,0.233
2685,8.04,66.339,two_toed,-1.081
2686,8.201,64.569,two_toed,-1.56
2687,10.669,65.799,two_toed,-1.326
2688,10.909,66.943,two_toed,-2.9
2689,6.422,66.1,two_toed,-0.22
2690,8.745,67.609,two_toed,1.131
2691,11.055,63.687,two_toed,0.829
2692,9.743,65.19,two_toed,0.262
2693,10.293,65.338,two_toed,1.82
2694,9.84,65.328,two_toed,0.572
2695,9.254,66.97,two_toed,0.683
2696,10.778,65.342,two_toed,0.828
2697,8.459,65.1,two_toed,-0.103
2698,8.887,65.148,two_toed,0.028
2699,7.608,64.255,two_toed,-0.371
2700,9.523,65.963,two_toed,-2.443
2701,7.26,66.087,two_toed,-0.251
2702,7.735,66.764,two_toed,-0.676
2703,6.732,64.255,two_toed,-0.13
2704,10.6,65.535,two_toed,1.153
2705,10.375,64.693,two_toed,1.852
2706,10.496,65.668,two_toed,-0.437
2707,9.49,65.333,two_toed,-1.304
2708,6.605,65.247,two_toed,-1.512
2709,9.155,67.437,two_toed,0.311
2710,9.402,65.113,two_toed,-0.926
2711,9.498,65.782,two_toed,-0.735
2712,9.667,65.742,two_toed,0.646
2713,10.358,66.135,two_toed,0.206
2714,9.032,64.87,two_toed,1.094
2715,8.374,65.671,two_toed,-0.993
2716,10.276,66.867,two_toed,0.38
2717,8.488,65.769,two_toed,1.271
2718,9.948,66.962,two_toed,1.194
2719,10.329,67.729,two_toed,-0.917
2720,8.285,66.6,two_toed,1.802
2721,9.886,64.68,two_toed,0.513
2722,8.573,66.153,two_toed,-0.129
2723,9.182,65.48,two_toed,-0.929
2724,8.469,68.479,two_toed,0.859
2725,9.506,66.723,two_toed,-0.55
2726,9.533,64.508,two_toed,0.427
2727,9.118,66.184,two_toed,-0.644
2728,9.05,67.342,two_toed,0.841
2729,8.253,66.04,two_toed,1.693
2730,10.172,65.836,two_toed,-0.532
2731,9.429,66.698,two_toed,0.143
2732,8.107,64.305,two_toed,-0.269
2733,7.49,68.339,two_toed,-0.172
2734,8.28,66.926,two_toed,0.348
2735,9.837,64.701,two_toed,-1.5
2736,9.517,65.604,two_toed,0.562
2737,8.749,64.897,two_toed,0.586
2738,7.583,66.777,two_toed,1.137
2739,9.575,66.399,two_toed,-0.564
2740,9.988,67.037,two_toed,-0.586
2741,8.574,67.259,two_toed,1.026
2742,8.438,65.971,two_toed,0.323
2743,8.509,64.615,two_toed,0.102
2744,8.247,67.065,two_toed,-1.794
2745,10.072,67.319,two_toed,-1.108
2746,9.163,65.776,two_toed,0.291
2747,9.685,66.331,two_toed,-0.17
2748,7.907,65.514,two_toed,-0.401
2749,9.997,66.98,two_toed,-1.074
2750,11.023,65.884,two_toed,-0.202
2751,8.219,65.508,two_toed,-0.963
2752,7.394,67.639,two_toed,0.969
2753,9.49,66.518,two_toed,-0.367
2754,9.566,62.969,two_toed,0.096
2755,8.074,65.183,two_toed,-0.128
2756,8.309,65.482,two_toed,-1.01
2757,8.093,66.261,two_toed,1.887
2758,9.013,65.562,two_toed,1.334
2759,8.007,64.701,two_toed,2.231
2760,10.733,66.64,two_toed,0.999
2761,8.661,65.853,two_toed,0.094
2762,6.917,64.854,two_toed,-0.219
2763,8.091,65.074,two_toed,-1.739
2764,9.737,65.487,two_toed,1.997
2765,10.498,63.296,two_toed,0.143
2766,8.204,65.835,two_toed,-0.852
2767,10.048,66.84,two_toed,0.034
2768,9.694,66.159,two_toed,0.909
2769,8.551,66.567,two_toed,0.553
2770,8.348,66.873,two_toed,-1.427
2771,9.316,64.839,two_toed,0.135
2772,9.576,67.504,two_toed,1.46
2773,7.622,68.263,two_toed,0.594
2774,8.839,65.103,two_toed,0.667
2775,7.051,65.26,two_toed,1.927
2776,8.208,67.461,two_toed,-0.505
2777,10.111,66.308,two_toed,0.858
2778,6.209,66.446,two_toed,-0.523
2779,11.981,65.983,two_toed,-2.824
2780,11.768,65.629,two_toed,-0.983
2781,9.594,64.891,two_toed,0.91
2782,9.965,64.585,two_toed,-0.379
2783,10.662,66.775,two_toed,2.221
2784,8.79,64.661,two_toed,0.585
2785,7.229,64.002,two_toed,1.121
2786,7.788,67.183,two_toed,1.865
2787,9.044,64.666,two_toed,0.85
2788,10.025,66.278,two_toed,-0.37
2789,11.947,66.502,two_toed,-1.05
2790,9.225,67.615,two_toed,1.35
2791,9.808,64.367,two_toed,-0.427
2792,10.135,65.639,two_toed,1.116
2793,9.208,64.714,two_toed,-1.302
2794,9.907,67.441,two_toed,1.257
2795,9.41,66.168,two_toed,-1.06
2796,7.445,65.636,two_toed,-1.075
2797,8.426,67.741,two_toed,-0.017
2798,8.672,64.556,two_toed,0.72
2799,7.845,66.237,two_toed,0.662
2800,8.751,66.033,two_toed,0.579
2801,8.561,64.22,two_toed,-0.204
2802,9.252,65.125,two_toed,-1.089
2803,7.833,66.287,two_toed,-0.133
2804,8.126,65.331,two_toed,0.563
2805,8.234,65.979,two_toed,-0.527
2806,7.561,66.186,two_toed,1.089
2807,10.134,65.284,two_toed,-0.935
2808,11.037,66.875,two_toed,0.993
2809,9.305,65.232,two_toed,1.073
2810,9.281,65.668,two_toed,0.446
2811,8.464,67.766,two_toed,1.631
2812,8.192,65.584,two_toed,0.615
2813,9.866,66.585,two_toed,-1.18
2814,9.755,67.023,two_toed,-0.737
2815,8.048,65.663,two_toed,2.555
2816,10.192,66.228,two_toed,1.163
2817,8.336,66.613,two_toed,1.43
2818,9.019,65.975,two_toed,-1.169
2819,7.98,64.852,two_toed,0.626
2820,8.395,66.352,two_toed,-1.238
2821,7.982,67.157,two_toed,0.183
2822,9.095,66.58,two_toed,0.821
2823,9.274,65.71,two_toed,-0.802
2824,10.467,67.355,two_toed,1.253
2825,10.67,65.983,two_toed,-0.121
2826,9.856,65.568,two_toed,0.596
2827,8.021,64.866,two_toed,1.745
2828,9.072,66.783,two_toed,0.673
2829,8.793,66.028,two_toed,-0.645
2830,8.617,62.469,two_toed,0.916
2831,10.644,65.456,two_toed,0.953
2832,6.029,66.431,two_toed,-1.261
2833,8.941,67.637,two_toed,-0.371
2834,9.52,65.299,two_toed,0.231
2835,9.702,66.307,two_toed,-0.981
2836,9.919,68.7,two_toed,-0.531
2837,8.336,64.759,two_toed,-0.679
2838,9.492,67.334,two_toed,0.017
2839,8.443,65.702,two_toed,1.595
